StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q49,Q5,Q8,Q8_3_TEXT,Q11,Q25#1_1,Q25#1_2,Q28#1_1,Q28#1_2,Q31#1_1,Q31#1_2,Q33#1_1,Q33#1_2,Q35#1_1,Q35#1_2,Q37#1_1,Q37#1_2,Q39#1_1,Q39#1_2,Q41#1_1,Q41#1_2,Q43#1_1,Q43#1_2,Q45#1_1,Q45#1_2,Q47#1_1,Q47#1_2,Q49#1_1,Q49#1_2,Q51#1_1,Q51#1_2,Q53#1_1,Q53#1_2,Q55#1_1,Q55#1_2,Q57#1_1,Q57#1_2,Q60#1_1,Q60#1_2,Q62#1_1,Q62#1_2
2020-03-27 18:56:55,2020-03-27 18:59:30,IP Address,69.222.180.146,100,154,True,2020-03-27 18:59:30,R_3HBK8LlumN0MP7Q,,,,,38.5316925048828125,-89.99880218505859375,anonymous,EN,I accept,26,JDA,Female,,Both,1 - Not at all interested,1 - Not at all interested,,,,,2 - Slightly interested,3 - Moderately interested,1 - Not at all interested,1 - Not at all interested,,,,,2 - Slightly interested,1 - Not at all interested,2 - Slightly interested,3 - Moderately interested,,,,,1 - Not at all interested,1 - Not at all interested,1 - Not at all interested,1 - Not at all interested,,,,,2 - Slightly interested,2 - Slightly interested,1 - Not at all interested,1 - Not at all interested,,
2020-03-27 19:24:11,2020-03-27 19:27:03,IP Address,73.166.116.240,100,171,True,2020-03-27 19:27:03,R_28Bxc9UzIdx6hBZ,,,,,29.7545013427734375,-95.4093017578125,anonymous,EN,I accept,34,Big Thunder,Male,,Female,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,4 - Very interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,4 - Very interested
2020-03-27 19:55:07,2020-03-27 19:59:29,IP Address,107.77.197.90,100,262,True,2020-03-27 19:59:30,R_3kvrlIt9ZWniFZa,,,,,33.092803955078125,-96.6454010009765625,anonymous,EN,I accept,30,1234,Male,,Male,3 - Moderately interested,1 - Not at all interested,,,2 - Slightly interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,3 - Moderately interested,4 - Very interested,,
2020-03-27 20:11:14,2020-03-27 20:20:18,IP Address,73.76.216.147,100,543,True,2020-03-27 20:20:18,R_SNnRGiSZo7JFvs5,,,,,29.7738037109375,-95.40599822998046875,anonymous,EN,I accept,29,57FC150,Male,,Female,,,2 - Slightly interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested
2020-03-27 21:47:20,2020-03-27 21:51:54,IP Address,107.77.230.9,100,274,True,2020-03-27 21:51:55,R_3iKW0xLjNuUBxu6,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,I accept,29,5225,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,
2020-03-28 00:24:49,2020-03-28 00:28:51,IP Address,114.32.233.172,100,242,True,2020-03-28 00:28:52,R_1P815xQZ00GYx2F,,,,,24.8065032958984375,120.970611572265625,anonymous,EN,I accept,24,mr,Male,,Female,,,3 - Moderately interested,1 - Not at all interested,,,5 - Extremely interested,5 - Extremely interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,5 - Extremely interested,4 - Very interested,,,2 - Slightly interested,2 - Slightly interested,,,4 - Very interested,5 - Extremely interested
2020-03-28 04:10:15,2020-03-28 04:14:57,IP Address,155.4.158.58,100,281,True,2020-03-28 04:14:57,R_sbOvJ1pI8kcHipP,,,,,58.4167022705078125,15.61669921875,anonymous,EN,I accept,25,AP91,Male,,Female,,,4 - Very interested,1 - Not at all interested,,,5 - Extremely interested,5 - Extremely interested,,,3 - Moderately interested,1 - Not at all interested,,,3 - Moderately interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,4 - Very interested,3 - Moderately interested,,,5 - Extremely interested,3 - Moderately interested,,,3 - Moderately interested,3 - Moderately interested,,,4 - Very interested,5 - Extremely interested
2020-03-28 08:09:44,2020-03-28 08:12:24,IP Address,78.130.230.137,100,160,True,2020-03-28 08:12:25,R_bf1ep4836Gy8tTb,,,,,42.15130615234375,24.751800537109375,anonymous,EN,I accept,22,666999,Male,,Male,3 - Moderately interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,3 - Moderately interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,4 - Very interested,3 - Moderately interested,,,5 - Extremely interested,4 - Very interested,,,5 - Extremely interested,4 - Very interested,,,1 - Not at all interested,2 - Slightly interested,,
2020-03-28 08:13:28,2020-03-28 08:17:27,IP Address,5.184.241.251,100,238,True,2020-03-28 08:17:27,R_3R4RDcwp5x4RT9m,,,,,50.2505035400390625,19.0447998046875,anonymous,EN,I accept,23,2491,Male,,Female,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,3 - Moderately interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,3 - Moderately interested,,,2 - Slightly interested,2 - Slightly interested,,,3 - Moderately interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,3 - Moderately interested
2020-03-28 08:57:10,2020-03-28 09:00:58,IP Address,73.69.151.199,100,228,True,2020-03-28 09:00:59,R_2znMnD9NolDILN0,,,,,42.336395263671875,-71.03260040283203125,anonymous,EN,I accept,28,471776,Male,,Female,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,3 - Moderately interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested
2020-03-28 10:10:33,2020-03-28 10:16:53,IP Address,107.201.254.178,100,380,True,2020-03-28 10:16:54,R_1ffQLCy7GLxCXJa,,,,,29.828399658203125,-95.46959686279296875,anonymous,EN,I accept,31,Waylorhe15,Male,,Female,,,3 - Moderately interested,1 - Not at all interested,,,4 - Very interested,4 - Very interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,4 - Very interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,,4 - Very interested,5 - Extremely interested
2020-03-28 13:41:04,2020-03-28 13:43:17,IP Address,68.58.90.204,100,133,True,2020-03-28 13:43:18,R_30jJ8hh8uHNfYga,,,,,40.2115936279296875,-85.42729949951171875,anonymous,EN,I accept,26,kbpf1525,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,
2020-03-29 07:43:36,2020-03-29 07:47:50,IP Address,95.95.210.40,100,254,True,2020-03-29 07:47:50,R_3jdLtjALV0E3SqB,,,,,38.6631011962890625,-9.0724029541015625,anonymous,EN,I accept,28,CFMFMM,Female,,Male,2 - Slightly interested,1 - Not at all interested,,,3 - Moderately interested,4 - Very interested,,,3 - Moderately interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,5 - Extremely interested,4 - Very interested,,,3 - Moderately interested,3 - Moderately interested,,,2 - Slightly interested,3 - Moderately interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,3 - Moderately interested,,
2020-03-22 12:55:00,2020-03-29 11:38:49,IP Address,92.247.133.163,100,600229,True,2020-03-29 11:38:50,R_31ixKSQz1mTuYWC,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,,Mila96,Male,,Female,,,1 - Not at all interested,1 - Not at all interested,,,4 - Very interested,4 - Very interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,4 - Very interested,4 - Very interested,,,3 - Moderately interested,2 - Slightly interested,,,4 - Very interested,3 - Moderately interested,,,3 - Moderately interested,1 - Not at all interested,,,4 - Very interested,4 - Very interested
2020-03-29 14:53:11,2020-03-29 14:56:52,IP Address,94.142.64.206,100,220,True,2020-03-29 14:56:52,R_3njxjx23sJ2SlAd,,,,,53.28790283203125,-1.2881011962890625,anonymous,EN,I accept,45,BCV359,Female,,Female,,,2 - Slightly interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,4 - Very interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,5 - Extremely interested,3 - Moderately interested,,,5 - Extremely interested,4 - Very interested,,,1 - Not at all interested,1 - Not at all interested,,,5 - Extremely interested,5 - Extremely interested
2020-03-30 03:39:05,2020-03-30 03:40:53,IP Address,91.110.231.245,100,108,True,2020-03-30 03:40:54,R_3ERpdaCCKrYENgJ,,,,,51.313995361328125,-0.34100341796875,anonymous,EN,I accept,26,MMM256,Female,,Both,1 - Not at all interested,1 - Not at all interested,,,,,5 - Extremely interested,5 - Extremely interested,1 - Not at all interested,1 - Not at all interested,,,,,1 - Not at all interested,1 - Not at all interested,1 - Not at all interested,1 - Not at all interested,,,,,3 - Moderately interested,1 - Not at all interested,2 - Slightly interested,1 - Not at all interested,,,,,1 - Not at all interested,1 - Not at all interested,1 - Not at all interested,1 - Not at all interested,,
2020-03-30 05:24:16,2020-03-30 05:28:57,IP Address,87.116.79.235,100,280,True,2020-03-30 05:28:58,R_xAu5DVIuBfQNRXX,,,,,42.6829986572265625,23.3175048828125,anonymous,EN,I accept,24,2408,Male,,Female,,,1 - Not at all interested,1 - Not at all interested,,,4 - Very interested,5 - Extremely interested,,,5 - Extremely interested,1 - Not at all interested,,,3 - Moderately interested,1 - Not at all interested,,,3 - Moderately interested,4 - Very interested,,,3 - Moderately interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,,3 - Moderately interested,3 - Moderately interested,,,2 - Slightly interested,4 - Very interested
2020-03-30 10:45:23,2020-03-30 10:47:16,IP Address,5.69.136.76,100,112,True,2020-03-30 10:47:16,R_3lYp02qWYfCagrk,,,,,51.357696533203125,1.0637969970703125,anonymous,EN,I accept,26,cn30,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,,1 - Not at all interested,2 - Slightly interested,,,3 - Moderately interested,3 - Moderately interested,,,2 - Slightly interested,2 - Slightly interested,,
2020-03-31 03:51:37,2020-03-31 03:54:25,IP Address,82.72.192.162,100,168,True,2020-03-31 03:54:26,R_UFTtzYo31GslcvD,,,,,52.2068023681640625,5.30889892578125,anonymous,EN,I accept,24,Cake,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,
2020-03-31 05:20:43,2020-03-31 05:23:41,IP Address,86.80.174.251,100,178,True,2020-03-31 05:23:42,R_22tZcXipiXqNMR2,,,,,52.19940185546875,5.373992919921875,anonymous,EN,I accept,22,411,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,
2020-03-31 15:30:40,2020-03-31 15:32:36,IP Address,92.251.55.143,100,115,True,2020-03-31 15:32:36,R_1i3xR1Ksi47Q5sM,,,,,35.880096435546875,14.4683990478515625,anonymous,EN,I accept,20,cm529,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,
2020-04-01 01:35:26,2020-04-01 01:37:48,IP Address,80.112.140.56,100,142,True,2020-04-01 01:37:49,R_2zosz8FFDygy3vc,,,,,52.3094940185546875,4.8773040771484375,anonymous,EN,I accept,24,JG24,Male,,Female,,,2 - Slightly interested,1 - Not at all interested,,,4 - Very interested,3 - Moderately interested,,,2 - Slightly interested,1 - Not at all interested,,,3 - Moderately interested,2 - Slightly interested,,,1 - Not at all interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,1 - Not at all interested
2020-04-01 03:01:29,2020-04-01 03:04:50,IP Address,91.177.176.218,100,200,True,2020-04-01 03:04:51,R_3qJ9wAl0U3pzMvM,,,,,50.8343963623046875,4.3679962158203125,anonymous,EN,I accept,23,1212JN,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,3 - Moderately interested,,,3 - Moderately interested,3 - Moderately interested,,,3 - Moderately interested,3 - Moderately interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,2 - Slightly interested,,
2020-04-01 03:56:55,2020-04-01 03:58:30,IP Address,145.133.126.220,100,94,True,2020-04-01 03:58:30,R_3R8FutLKDSoO3Jr,,,,,52.078094482421875,4.287200927734375,anonymous,EN,I accept,24,889,Male,,Female,,,2 - Slightly interested,2 - Slightly interested,,,4 - Very interested,3 - Moderately interested,,,4 - Very interested,4 - Very interested,,,4 - Very interested,2 - Slightly interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,5 - Extremely interested,3 - Moderately interested,,,2 - Slightly interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested
2020-04-01 04:38:50,2020-04-01 04:43:22,IP Address,2.30.191.251,100,271,True,2020-04-01 04:43:22,R_2QMyOUB3h5xP8KF,,,,,51.9813995361328125,-1.010101318359375,anonymous,EN,I accept,20,FEJO21,Male,,Female,,,2 - Slightly interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,3 - Moderately interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,3 - Moderately interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,3 - Moderately interested,,,2 - Slightly interested,4 - Very interested
2020-04-01 05:48:19,2020-04-01 05:50:48,IP Address,104.140.53.163,100,149,True,2020-04-01 05:50:49,R_3EYKS39ENz3u5DC,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I accept,24,143,Male,,Female,,,4 - Very interested,2 - Slightly interested,,,4 - Very interested,4 - Very interested,,,3 - Moderately interested,1 - Not at all interested,,,5 - Extremely interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,2 - Slightly interested,,,3 - Moderately interested,3 - Moderately interested
2020-04-01 06:49:38,2020-04-01 06:52:06,IP Address,89.241.130.246,100,147,True,2020-04-01 06:52:06,R_3qfIJ7lVbT5OU4T,,,,,52.5876007080078125,-1.9828033447265625,anonymous,EN,I accept,22,256321,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,4 - Very interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,4 - Very interested,4 - Very interested,,
2020-04-01 08:42:37,2020-04-01 08:46:53,IP Address,94.224.114.230,100,255,True,2020-04-01 08:46:54,R_2EtonW4wtnAW9OD,,,,,50.87579345703125,4.70269775390625,anonymous,EN,I accept,26,251189,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,
2020-04-01 14:33:55,2020-04-01 14:37:17,IP Address,109.146.166.210,100,202,True,2020-04-01 14:37:17,R_1gTG8kh7lBpdwir,,,,,52.6719970703125,-1.3437957763671875,anonymous,EN,I accept,23,sf5,Male,,Female,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,4 - Very interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,3 - Moderately interested,,,3 - Moderately interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,1 - Not at all interested,,,3 - Moderately interested,4 - Very interested
2020-04-02 08:27:31,2020-04-02 08:30:45,IP Address,83.93.187.218,100,193,True,2020-04-02 08:30:45,R_2rNKPGMvsFX39ZI,,,,,55.656005859375,12.523895263671875,anonymous,EN,I accept,25,JG94,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,4 - Very interested,,,2 - Slightly interested,1 - Not at all interested,,,3 - Moderately interested,2 - Slightly interested,,,2 - Slightly interested,4 - Very interested,,,3 - Moderately interested,3 - Moderately interested,,,3 - Moderately interested,3 - Moderately interested,,,3 - Moderately interested,3 - Moderately interested,,,2 - Slightly interested,4 - Very interested,,
2020-04-02 16:22:15,2020-04-02 16:26:19,IP Address,86.41.112.175,100,243,True,2020-04-02 16:26:19,R_3JaArT44Fiox0rk,,,,,53.33380126953125,-6.2487945556640625,anonymous,EN,I accept,24,ML121195,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,5 - Extremely interested,5 - Extremely interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,4 - Very interested,4 - Very interested,,
2020-04-03 02:47:45,2020-04-03 02:50:04,IP Address,83.251.238.79,100,138,True,2020-04-03 02:50:04,R_pcmSDRk7SAgaa4x,,,,,59.23699951171875,17.981903076171875,anonymous,EN,I accept,28,sc1811,Female,,Female,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested
2020-04-03 03:26:13,2020-04-03 03:28:23,IP Address,89.99.117.150,100,129,True,2020-04-03 03:28:23,R_Y4gBNc1jLuxAx69,,,,,51.926300048828125,4.551300048828125,anonymous,EN,I accept,33,jm,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,
2020-04-03 08:08:02,2020-04-03 08:09:36,IP Address,5.81.200.46,100,93,True,2020-04-03 08:09:36,R_2dgSDntQi4nat3Y,,,,,57.2111053466796875,-2.203704833984375,anonymous,EN,I accept,22,THERO,Male,,Female,,,1 - Not at all interested,2 - Slightly interested,,,4 - Very interested,4 - Very interested,,,4 - Very interested,1 - Not at all interested,,,3 - Moderately interested,4 - Very interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested
2020-04-04 04:11:49,2020-04-04 04:13:55,IP Address,109.180.199.60,100,126,True,2020-04-04 04:13:55,R_10NJkmjptBoez3A,,,,,51.4340057373046875,0.348602294921875,anonymous,EN,I accept,23,mk0982,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,
2020-04-04 10:57:24,2020-04-04 11:07:07,IP Address,39.10.6.143,100,582,True,2020-04-04 11:07:07,R_3k0nsPV7mGWHUGz,,,,,25.0478057861328125,121.53179931640625,anonymous,EN,I accept,24,jj,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,4 - Very interested,4 - Very interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,,2 - Slightly interested,2 - Slightly interested,,
2020-04-04 14:26:34,2020-04-04 14:30:00,IP Address,78.148.171.99,100,206,True,2020-04-04 14:30:01,R_1ONuVjpJyGrpEGC,,,,,55.9402008056640625,-4.1605072021484375,anonymous,EN,I accept,28,SAL5,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,3 - Moderately interested,,,3 - Moderately interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,2 - Slightly interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,1 - Not at all interested,2 - Slightly interested,,
2020-04-04 14:23:29,2020-04-04 14:31:04,IP Address,86.190.244.149,100,454,True,2020-04-04 14:31:04,R_2Yt4Di26h7YuUr0,,,,,51.6121978759765625,-0.6472930908203125,anonymous,EN,I accept,23,bru123,Female,,Male,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,3 - Moderately interested,,
2020-04-04 20:14:58,2020-04-04 20:17:12,IP Address,162.233.202.76,100,134,True,2020-04-04 20:17:13,R_2CCiZFi0o4uoyn1,,,,,37.868194580078125,-122.2864990234375,anonymous,EN,I accept,23,ardo,Male,,Female,,,5 - Extremely interested,1 - Not at all interested,,,5 - Extremely interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,5 - Extremely interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,4 - Very interested,1 - Not at all interested,,,4 - Very interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,4 - Very interested,1 - Not at all interested
2020-04-05 04:45:58,2020-04-05 04:47:22,IP Address,86.0.50.0,100,84,True,2020-04-05 04:47:22,R_3fwRjksHWvA2l7z,,,,,51.5131072998046875,-3.1587982177734375,anonymous,EN,I accept,24,abc666,Female,,Both,1 - Not at all interested,1 - Not at all interested,,,,,3 - Moderately interested,3 - Moderately interested,1 - Not at all interested,1 - Not at all interested,,,,,1 - Not at all interested,1 - Not at all interested,2 - Slightly interested,2 - Slightly interested,,,,,1 - Not at all interested,1 - Not at all interested,1 - Not at all interested,1 - Not at all interested,,,,,1 - Not at all interested,1 - Not at all interested,3 - Moderately interested,3 - Moderately interested,,
2020-04-05 09:41:55,2020-04-05 09:44:27,IP Address,175.137.251.247,100,151,True,2020-04-05 09:44:27,R_3RmC4VMIK715auG,,,,,1.857696533203125,103.03680419921875,anonymous,EN,I accept,28,eu49,Male,,Female,,,2 - Slightly interested,1 - Not at all interested,,,4 - Very interested,5 - Extremely interested,,,3 - Moderately interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,2 - Slightly interested,1 - Not at all interested
2020-04-05 16:20:49,2020-04-05 16:23:18,IP Address,84.65.29.245,100,149,True,2020-04-05 16:23:19,R_YXn2cgOJ9WG3gtz,,,,,51.9915924072265625,-0.7357025146484375,anonymous,EN,I accept,21,elephant,Female,,Male,3 - Moderately interested,1 - Not at all interested,,,1 - Not at all interested,2 - Slightly interested,,,1 - Not at all interested,1 - Not at all interested,,,3 - Moderately interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,,1 - Not at all interested,1 - Not at all interested,,
